Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,New York,New York City,5,24,2000,67.0
North America,US,New York,New York City,5,25,2000,68.1
North America,US,New York,New York City,5,26,2000,67.5
North America,US,New York,New York City,5,27,2000,64.8
North America,US,New York,New York City,5,28,2000,62.8
North America,US,New York,New York City,5,29,2000,60.1
North America,US,New York,New York City,5,30,2000,56.4
North America,US,New York,New York City,5,31,2000,57.7
North America,US,New York,New York City,6,1,2000,68.3
North America,US,New York,New York City,6,2,2000,78.8
North America,US,New York,New York City,6,3,2000,69.7
North America,US,New York,New York City,6,4,2000,67.4
North America,US,New York,New York City,6,5,2000,62.4
North America,US,New York,New York City,6,6,2000,57.3
North America,US,New York,New York City,6,7,2000,57.5
North America,US,New York,New York City,6,8,2000,70.0
North America,US,New York,New York City,6,9,2000,78.4
North America,US,New York,New York City,6,10,2000,84.3
North America,US,New York,New York City,6,11,2000,86.7
North America,US,New York,New York City,6,12,2000,66.2
North America,US,New York,New York City,6,13,2000,57.8
North America,US,New York,New York City,6,14,2000,57.1
North America,US,New York,New York City,6,15,2000,61.0
North America,US,New York,New York City,6,16,2000,74.9
North America,US,New York,New York City,6,17,2000,82.3
North America,US,New York,New York City,6,18,2000,70.6
North America,US,New York,New York City,6,19,2000,66.8
North America,US,New York,New York City,6,20,2000,72.6
North America,US,New York,New York City,6,21,2000,74.5
North America,US,New York,New York City,6,22,2000,76.4
North America,US,New York,New York City,6,23,2000,77.5
North America,US,New York,New York City,6,24,2000,75.2
North America,US,New York,New York City,6,25,2000,77.1
North America,US,New York,New York City,6,26,2000,80.3
North America,US,New York,New York City,6,27,2000,81.0
North America,US,New York,New York City,6,28,2000,74.7
North America,US,New York,New York City,6,29,2000,70.5
North America,US,New York,New York City,6,30,2000,71.0
North America,US,New York,New York City,7,1,2000,73.9
North America,US,New York,New York City,7,2,2000,77.0
North America,US,New York,New York City,7,3,2000,77.4
North America,US,New York,New York City,7,4,2000,75.2
North America,US,New York,New York City,7,5,2000,78.6
North America,US,New York,New York City,7,6,2000,72.2
North America,US,New York,New York City,7,7,2000,70.4
North America,US,New York,New York City,7,8,2000,69.1
North America,US,New York,New York City,7,9,2000,74.9
North America,US,New York,New York City,7,10,2000,80.0
North America,US,New York,New York City,7,11,2000,76.4
North America,US,New York,New York City,7,12,2000,74.7
North America,US,New York,New York City,7,13,2000,77.3
North America,US,New York,New York City,7,14,2000,73.9
North America,US,New York,New York City,7,15,2000,69.8
North America,US,New York,New York City,7,16,2000,71.4
North America,US,New York,New York City,7,17,2000,73.6
North America,US,New York,New York City,7,18,2000,78.5
North America,US,New York,New York City,7,19,2000,69.7
North America,US,New York,New York City,7,20,2000,67.1
North America,US,New York,New York City,7,21,2000,73.6
North America,US,New York,New York City,7,22,2000,74.9
North America,US,New York,New York City,7,23,2000,73.7
North America,US,New York,New York City,7,24,2000,73.3
North America,US,New York,New York City,7,25,2000,71.5
North America,US,New York,New York City,7,26,2000,67.3
North America,US,New York,New York City,7,27,2000,68.2
North America,US,New York,New York City,7,28,2000,68.4
North America,US,New York,New York City,7,29,2000,70.9
North America,US,New York,New York City,7,30,2000,70.3
North America,US,New York,New York City,7,31,2000,71.1
North America,US,New York,New York City,8,1,2000,68.7
North America,US,New York,New York City,8,2,2000,76.8
North America,US,New York,New York City,8,3,2000,80.2
North America,US,New York,New York City,8,4,2000,75.0
North America,US,New York,New York City,8,5,2000,74.8
North America,US,New York,New York City,8,6,2000,74.9
North America,US,New York,New York City,8,7,2000,81.7
North America,US,New York,New York City,8,8,2000,84.2
North America,US,New York,New York City,8,9,2000,84.1
North America,US,New York,New York City,8,10,2000,80.9
North America,US,New York,New York City,8,11,2000,77.1
North America,US,New York,New York City,8,12,2000,70.5
North America,US,New York,New York City,8,13,2000,68.2
North America,US,New York,New York City,8,14,2000,67.5
North America,US,New York,New York City,8,15,2000,70.7
North America,US,New York,New York City,8,16,2000,77.3
North America,US,New York,New York City,8,17,2000,71.7
North America,US,New York,New York City,8,18,2000,67.5
North America,US,New York,New York City,8,19,2000,68.6
North America,US,New York,New York City,8,20,2000,69.2
North America,US,New York,New York City,8,21,2000,67.5
North America,US,New York,New York City,8,22,2000,71.7
North America,US,New York,New York City,8,23,2000,70.6
North America,US,New York,New York City,8,24,2000,74.1
North America,US,New York,New York City,8,25,2000,74.4
North America,US,New York,New York City,8,26,2000,74.9
North America,US,New York,New York City,8,27,2000,76.3
North America,US,New York,New York City,8,28,2000,74.2
North America,US,New York,New York City,8,29,2000,71.8
North America,US,New York,New York City,8,30,2000,70.6
North America,US,New York,New York City,8,31,2000,75.1
North America,US,New York,New York City,9,1,2000,78.4
North America,US,New York,New York City,9,2,2000,78.5
North America,US,New York,New York City,9,3,2000,78.3
North America,US,New York,New York City,9,4,2000,76.3
North America,US,New York,New York City,9,5,2000,61.7
North America,US,New York,New York City,9,6,2000,62.2
North America,US,New York,New York City,9,7,2000,65.2
North America,US,New York,New York City,9,8,2000,68.2
North America,US,New York,New York City,9,9,2000,74.7
North America,US,New York,New York City,9,10,2000,73.4
North America,US,New York,New York City,9,11,2000,72.7
North America,US,New York,New York City,9,12,2000,75.6
North America,US,New York,New York City,9,13,2000,75.6
North America,US,New York,New York City,9,14,2000,71.3
North America,US,New York,New York City,9,15,2000,70.1
North America,US,New York,New York City,9,16,2000,62.7
North America,US,New York,New York City,9,17,2000,62.7
North America,US,New York,New York City,9,18,2000,68.7
North America,US,New York,New York City,9,19,2000,69.5
North America,US,New York,New York City,9,20,2000,74.1
North America,US,New York,New York City,9,21,2000,75.0
North America,US,New York,New York City,9,22,2000,65.1
North America,US,New York,New York City,9,23,2000,64.8
North America,US,New York,New York City,9,24,2000,70.9
North America,US,New York,New York City,9,25,2000,60.1
North America,US,New York,New York City,9,26,2000,55.2
North America,US,New York,New York City,9,27,2000,58.1
North America,US,New York,New York City,9,28,2000,63.3
North America,US,New York,New York City,9,29,2000,52.4
North America,US,New York,New York City,9,30,2000,57.6
North America,US,New York,New York City,10,1,2000,62.1
North America,US,New York,New York City,10,2,2000,63.0
North America,US,New York,New York City,10,3,2000,70.6
North America,US,New York,New York City,10,4,2000,69.4
North America,US,New York,New York City,10,5,2000,63.3
North America,US,New York,New York City,10,6,2000,66.3
North America,US,New York,New York City,10,7,2000,58.6
North America,US,New York,New York City,10,8,2000,50.4
North America,US,New York,New York City,10,9,2000,47.0
North America,US,New York,New York City,10,10,2000,45.0
North America,US,New York,New York City,10,11,2000,56.7
North America,US,New York,New York City,10,12,2000,62.1
North America,US,New York,New York City,10,13,2000,65.2
North America,US,New York,New York City,10,14,2000,69.3
North America,US,New York,New York City,10,15,2000,71.3
North America,US,New York,New York City,10,16,2000,62.7
North America,US,New York,New York City,10,17,2000,54.9
North America,US,New York,New York City,10,18,2000,57.6
North America,US,New York,New York City,10,19,2000,58.3
North America,US,New York,New York City,10,20,2000,58.6
North America,US,New York,New York City,10,21,2000,62.6
North America,US,New York,New York City,10,22,2000,60.4
North America,US,New York,New York City,10,23,2000,52.9
North America,US,New York,New York City,10,24,2000,58.1
North America,US,New York,New York City,10,25,2000,62.7
North America,US,New York,New York City,10,26,2000,61.3
North America,US,New York,New York City,10,27,2000,59.5
North America,US,New York,New York City,10,28,2000,59.3
North America,US,New York,New York City,10,29,2000,42.8
North America,US,New York,New York City,10,30,2000,42.6
North America,US,New York,New York City,10,31,2000,48.5
North America,US,New York,New York City,11,1,2000,50.4
North America,US,New York,New York City,11,2,2000,53.6
North America,US,New York,New York City,11,3,2000,57.6
North America,US,New York,New York City,11,4,2000,60.4
North America,US,New York,New York City,11,5,2000,52.3
North America,US,New York,New York City,11,6,2000,49.1
North America,US,New York,New York City,11,7,2000,49.2
North America,US,New York,New York City,11,8,2000,51.8
North America,US,New York,New York City,11,9,2000,56.1
North America,US,New York,New York City,11,10,2000,57.0
North America,US,New York,New York City,11,11,2000,53.9
North America,US,New York,New York City,11,12,2000,49.5
North America,US,New York,New York City,11,13,2000,46.3
North America,US,New York,New York City,11,14,2000,53.0
North America,US,New York,New York City,11,15,2000,43.3
North America,US,New York,New York City,11,16,2000,43.5
North America,US,New York,New York City,11,17,2000,49.1
North America,US,New York,New York City,11,18,2000,41.5
North America,US,New York,New York City,11,19,2000,39.5
North America,US,New York,New York City,11,20,2000,39.1
North America,US,New York,New York City,11,21,2000,36.6
North America,US,New York,New York City,11,22,2000,31.9
North America,US,New York,New York City,11,23,2000,30.8
North America,US,New York,New York City,11,24,2000,30.3
North America,US,New York,New York City,11,25,2000,34.6
North America,US,New York,New York City,11,26,2000,45.7
North America,US,New York,New York City,11,27,2000,49.4
North America,US,New York,New York City,11,28,2000,48.1
North America,US,New York,New York City,11,29,2000,45.1
North America,US,New York,New York City,11,30,2000,41.9
North America,US,New York,New York City,12,1,2000,37.8
North America,US,New York,New York City,12,2,2000,32.6
North America,US,New York,New York City,12,3,2000,28.8
North America,US,New York,New York City,12,4,2000,34.6
North America,US,New York,New York City,12,5,2000,40.6
North America,US,New York,New York City,12,6,2000,31.3
North America,US,New York,New York City,12,7,2000,30.7
North America,US,New York,New York City,12,8,2000,29.5
North America,US,New York,New York City,12,9,2000,31.5
North America,US,New York,New York City,12,10,2000,32.6
North America,US,New York,New York City,12,11,2000,40.1
North America,US,New York,New York City,12,12,2000,44.6
North America,US,New York,New York City,12,13,2000,27.4
North America,US,New York,New York City,12,14,2000,37.2
North America,US,New York,New York City,12,15,2000,37.5
North America,US,New York,New York City,12,16,2000,39.0
North America,US,New York,New York City,12,17,2000,54.1
North America,US,New York,New York City,12,18,2000,33.1
North America,US,New York,New York City,12,19,2000,33.9
North America,US,New York,New York City,12,20,2000,33.7
North America,US,New York,New York City,12,21,2000,28.4
North America,US,New York,New York City,12,22,2000,31.7
North America,US,New York,New York City,12,23,2000,22.4
North America,US,New York,New York City,12,24,2000,28.4
North America,US,New York,New York City,12,25,2000,23.9
North America,US,New York,New York City,12,26,2000,20.3
North America,US,New York,New York City,12,27,2000,26.7
North America,US,New York,New York City,12,28,2000,25.7
North America,US,New York,New York City,12,29,2000,23.1
North America,US,New York,New York City,12,30,2000,28.1
North America,US,New York,New York City,12,31,2000,27.7
North America,US,New York,New York City,1,1,2001,27.6
North America,US,New York,New York City,1,2,2001,24.9
North America,US,New York,New York City,1,3,2001,25.2
North America,US,New York,New York City,1,4,2001,30.1
North America,US,New York,New York City,1,5,2001,29.8
North America,US,New York,New York City,1,6,2001,33.8
North America,US,New York,New York City,1,7,2001,34.9
North America,US,New York,New York City,1,8,2001,35.7
North America,US,New York,New York City,1,9,2001,32.2
North America,US,New York,New York City,1,10,2001,27.6
North America,US,New York,New York City,1,11,2001,36.3
North America,US,New York,New York City,1,12,2001,37.0
North America,US,New York,New York City,1,13,2001,33.7
North America,US,New York,New York City,1,14,2001,37.0
North America,US,New York,New York City,1,15,2001,37.1
North America,US,New York,New York City,1,16,2001,39.8
North America,US,New York,New York City,1,17,2001,40.0
North America,US,New York,New York City,1,18,2001,35.3
North America,US,New York,New York City,1,19,2001,36.0
North America,US,New York,New York City,1,20,2001,35.4
North America,US,New York,New York City,1,21,2001,28.4
North America,US,New York,New York City,1,22,2001,29.3
North America,US,New York,New York City,1,23,2001,31.7
North America,US,New York,New York City,1,24,2001,36.5
North America,US,New York,New York City,1,25,2001,36.7
North America,US,New York,New York City,1,26,2001,27.3
North America,US,New York,New York City,1,27,2001,34.4
North America,US,New York,New York City,1,28,2001,33.9
North America,US,New York,New York City,1,29,2001,32.5
North America,US,New York,New York City,1,30,2001,41.1
North America,US,New York,New York City,1,31,2001,46.1
North America,US,New York,New York City,2,1,2001,43.4
North America,US,New York,New York City,2,2,2001,41.7
North America,US,New York,New York City,2,3,2001,30.3
North America,US,New York,New York City,2,4,2001,29.7
North America,US,New York,New York City,2,5,2001,34.9
North America,US,New York,New York City,2,6,2001,39.3
North America,US,New York,New York City,2,7,2001,40.4
North America,US,New York,New York City,2,8,2001,36.3
North America,US,New York,New York City,2,9,2001,38.5
North America,US,New York,New York City,2,10,2001,49.8
North America,US,New York,New York City,2,11,2001,28.2
North America,US,New York,New York City,2,12,2001,22.6
North America,US,New York,New York City,2,13,2001,37.9
North America,US,New York,New York City,2,14,2001,39.9
North America,US,New York,New York City,2,15,2001,44.4
North America,US,New York,New York City,2,16,2001,36.5
North America,US,New York,New York City,2,17,2001,35.3
North America,US,New York,New York City,2,18,2001,24.5
North America,US,New York,New York City,2,19,2001,33.5
North America,US,New York,New York City,2,20,2001,43.7
North America,US,New York,New York City,2,21,2001,44.4
North America,US,New York,New York City,2,22,2001,21.3
North America,US,New York,New York City,2,23,2001,27.5
North America,US,New York,New York City,2,24,2001,31.3
North America,US,New York,New York City,2,25,2001,38.0
North America,US,New York,New York City,2,26,2001,46.5
North America,US,New York,New York City,2,27,2001,38.9
North America,US,New York,New York City,2,28,2001,34.2
North America,US,New York,New York City,3,1,2001,30.1
North America,US,New York,New York City,3,2,2001,35.1
North America,US,New York,New York City,3,3,2001,40.3
North America,US,New York,New York City,3,4,2001,35.3
North America,US,New York,New York City,3,5,2001,30.7
North America,US,New York,New York City,3,6,2001,30.3
North America,US,New York,New York City,3,7,2001,35.5
North America,US,New York,New York City,3,8,2001,35.2
North America,US,New York,New York City,3,9,2001,38.1
North America,US,New York,New York City,3,10,2001,38.4
North America,US,New York,New York City,3,11,2001,41.7
North America,US,New York,New York City,3,12,2001,39.0
North America,US,New York,New York City,3,13,2001,38.7
North America,US,New York,New York City,3,14,2001,45.4
North America,US,New York,New York City,3,15,2001,47.0
North America,US,New York,New York City,3,16,2001,47.3
North America,US,New York,New York City,3,17,2001,42.0
North America,US,New York,New York City,3,18,2001,40.9
North America,US,New York,New York City,3,19,2001,42.2
North America,US,New York,New York City,3,20,2001,44.8
North America,US,New York,New York City,3,21,2001,41.4
North America,US,New York,New York City,3,22,2001,41.9
North America,US,New York,New York City,3,23,2001,44.3
North America,US,New York,New York City,3,24,2001,47.9
North America,US,New York,New York City,3,25,2001,36.7
North America,US,New York,New York City,3,26,2001,34.4
North America,US,New York,New York City,3,27,2001,31.4
North America,US,New York,New York City,3,28,2001,37.8
North America,US,New York,New York City,3,29,2001,40.5
North America,US,New York,New York City,3,30,2001,39.5
North America,US,New York,New York City,3,31,2001,41.0
North America,US,New York,New York City,4,1,2001,40.5
North America,US,New York,New York City,4,2,2001,40.9
North America,US,New York,New York City,4,3,2001,44.4
North America,US,New York,New York City,4,4,2001,46.4
North America,US,New York,New York City,4,5,2001,50.6
North America,US,New York,New York City,4,6,2001,50.8
North America,US,New York,New York City,4,7,2001,48.1
North America,US,New York,New York City,4,8,2001,42.9
North America,US,New York,New York City,4,9,2001,53.5
North America,US,New York,New York City,4,10,2001,54.3
North America,US,New York,New York City,4,11,2001,49.5
North America,US,New York,New York City,4,12,2001,45.9
North America,US,New York,New York City,4,13,2001,55.8
North America,US,New York,New York City,4,14,2001,55.9
North America,US,New York,New York City,4,15,2001,56.8
North America,US,New York,New York City,4,16,2001,52.0
North America,US,New York,New York City,4,17,2001,49.9
North America,US,New York,New York City,4,18,2001,47.6
North America,US,New York,New York City,4,19,2001,43.9
North America,US,New York,New York City,4,20,2001,53.0
North America,US,New York,New York City,4,21,2001,56.9
North America,US,New York,New York City,4,22,2001,66.1
North America,US,New York,New York City,4,23,2001,70.5
North America,US,New York,New York City,4,24,2001,68.5
North America,US,New York,New York City,4,25,2001,53.0
North America,US,New York,New York City,4,26,2001,52.9
North America,US,New York,New York City,4,27,2001,56.3
North America,US,New York,New York City,4,28,2001,59.3
North America,US,New York,New York City,4,29,2001,53.5
North America,US,New York,New York City,4,30,2001,62.0
North America,US,New York,New York City,5,1,2001,72.9
North America,US,New York,New York City,5,2,2001,77.7
North America,US,New York,New York City,5,3,2001,79.2
North America,US,New York,New York City,5,4,2001,81.8
North America,US,New York,New York City,5,5,2001,72.6
North America,US,New York,New York City,5,6,2001,58.4
North America,US,New York,New York City,5,7,2001,52.4
North America,US,New York,New York City,5,8,2001,56.0
North America,US,New York,New York City,5,9,2001,61.7
North America,US,New York,New York City,5,10,2001,69.4
North America,US,New York,New York City,5,11,2001,74.8
North America,US,New York,New York City,5,12,2001,77.6
North America,US,New York,New York City,5,13,2001,61.0
North America,US,New York,New York City,5,14,2001,60.9
North America,US,New York,New York City,5,15,2001,61.2
North America,US,New York,New York City,5,16,2001,58.2
North America,US,New York,New York City,5,17,2001,57.1
North America,US,New York,New York City,5,18,2001,57.3
North America,US,New York,New York City,5,19,2001,66.1
North America,US,New York,New York City,5,20,2001,61.2
North America,US,New York,New York City,5,21,2001,54.9
North America,US,New York,New York City,5,22,2001,56.5
North America,US,New York,New York City,5,23,2001,57.3
North America,US,New York,New York City,5,24,2001,59.1
North America,US,New York,New York City,5,25,2001,56.5
North America,US,New York,New York City,5,26,2001,55.6
North America,US,New York,New York City,5,27,2001,60.4
North America,US,New York,New York City,5,28,2001,65.6
North America,US,New York,New York City,5,29,2001,66.9
North America,US,New York,New York City,5,30,2001,60.9
North America,US,New York,New York City,5,31,2001,59.6
North America,US,New York,New York City,6,1,2001,61.3
North America,US,New York,New York City,6,2,2001,65.9
North America,US,New York,New York City,6,3,2001,66.7
North America,US,New York,New York City,6,4,2001,66.2
North America,US,New York,New York City,6,5,2001,68.8
North America,US,New York,New York City,6,6,2001,71.1
North America,US,New York,New York City,6,7,2001,70.2
North America,US,New York,New York City,6,8,2001,72.2
North America,US,New York,New York City,6,9,2001,72.9
North America,US,New York,New York City,6,10,2001,73.9
North America,US,New York,New York City,6,11,2001,75.6
North America,US,New York,New York City,6,12,2001,74.0
North America,US,New York,New York City,6,13,2001,71.9
North America,US,New York,New York City,6,14,2001,71.3
North America,US,New York,New York City,6,15,2001,74.5
North America,US,New York,New York City,6,16,2001,74.5
North America,US,New York,New York City,6,17,2001,72.1
North America,US,New York,New York City,6,18,2001,75.9
North America,US,New York,New York City,6,19,2001,79.3
North America,US,New York,New York City,6,20,2001,79.9
North America,US,New York,New York City,6,21,2001,72.6
North America,US,New York,New York City,6,22,2001,74.2
North America,US,New York,New York City,6,23,2001,73.7
North America,US,New York,New York City,6,24,2001,71.4
North America,US,New York,New York City,6,25,2001,74.3
North America,US,New York,New York City,6,26,2001,79.0
North America,US,New York,New York City,6,27,2001,82.5
North America,US,New York,New York City,6,28,2001,83.6
North America,US,New York,New York City,6,29,2001,79.0
North America,US,New York,New York City,6,30,2001,84.6
North America,US,New York,New York City,7,1,2001,82.1
North America,US,New York,New York City,7,2,2001,65.9
North America,US,New York,New York City,7,3,2001,69.9
North America,US,New York,New York City,7,4,2001,72.3
North America,US,New York,New York City,7,5,2001,75.5
North America,US,New York,New York City,7,6,2001,69.7
North America,US,New York,New York City,7,7,2001,72.4
North America,US,New York,New York City,7,8,2001,71.9
North America,US,New York,New York City,7,9,2001,75.9
North America,US,New York,New York City,7,10,2001,82.5
North America,US,New York,New York City,7,11,2001,76.0
North America,US,New York,New York City,7,12,2001,73.3
North America,US,New York,New York City,7,13,2001,71.5
North America,US,New York,New York City,7,14,2001,72.0
North America,US,New York,New York City,7,15,2001,73.6
North America,US,New York,New York City,7,16,2001,77.6
North America,US,New York,New York City,7,17,2001,78.7
North America,US,New York,New York City,7,18,2001,73.5
North America,US,New York,New York City,7,19,2001,71.9
North America,US,New York,New York City,7,20,2001,71.8
North America,US,New York,New York City,7,21,2001,76.7
North America,US,New York,New York City,7,22,2001,76.4
North America,US,New York,New York City,7,23,2001,77.9
North America,US,New York,New York City,7,24,2001,83.4
North America,US,New York,New York City,7,25,2001,87.6
North America,US,New York,New York City,7,26,2001,77.2
North America,US,New York,New York City,7,27,2001,69.3
North America,US,New York,New York City,7,28,2001,71.7
North America,US,New York,New York City,7,29,2001,72.0
North America,US,New York,New York City,7,30,2001,70.2
North America,US,New York,New York City,7,31,2001,73.0
North America,US,New York,New York City,8,1,2001,78.2
North America,US,New York,New York City,8,2,2001,83.5
North America,US,New York,New York City,8,3,2001,80.5
North America,US,New York,New York City,8,4,2001,78.9
North America,US,New York,New York City,8,5,2001,78.3
North America,US,New York,New York City,8,6,2001,83.6
North America,US,New York,New York City,8,7,2001,88.7
North America,US,New York,New York City,8,8,2001,89.4
North America,US,New York,New York City,8,9,2001,92.6
North America,US,New York,New York City,8,10,2001,87.5
North America,US,New York,New York City,8,11,2001,76.4
North America,US,New York,New York City,8,12,2001,73.3
North America,US,New York,New York City,8,13,2001,76.4
North America,US,New York,New York City,8,14,2001,76.3
North America,US,New York,New York City,8,15,2001,74.1
North America,US,New York,New York City,8,16,2001,75.4
North America,US,New York,New York City,8,17,2001,78.2
North America,US,New York,New York City,8,18,2001,80.4
North America,US,New York,New York City,8,19,2001,77.8
North America,US,New York,New York City,8,20,2001,77.6
North America,US,New York,New York City,8,21,2001,78.1
North America,US,New York,New York City,8,22,2001,78.7
North America,US,New York,New York City,8,23,2001,78.6
North America,US,New York,New York City,8,24,2001,74.6
North America,US,New York,New York City,8,25,2001,73.9
North America,US,New York,New York City,8,26,2001,73.1
North America,US,New York,New York City,8,27,2001,77.4
North America,US,New York,New York City,8,28,2001,78.8
North America,US,New York,New York City,8,29,2001,76.0
North America,US,New York,New York City,8,30,2001,74.2
North America,US,New York,New York City,8,31,2001,77.9
North America,US,New York,New York City,9,1,2001,76.6
North America,US,New York,New York City,9,2,2001,67.0
North America,US,New York,New York City,9,3,2001,69.8
North America,US,New York,New York City,9,4,2001,73.7
North America,US,New York,New York City,9,5,2001,72.1
North America,US,New York,New York City,9,6,2001,70.1
North America,US,New York,New York City,9,7,2001,74.4
North America,US,New York,New York City,9,8,2001,74.3
North America,US,New York,New York City,9,9,2001,76.4
North America,US,New York,New York City,9,10,2001,76.7
North America,US,New York,New York City,9,11,2001,73.1
North America,US,New York,New York City,9,12,2001,70.8
North America,US,New York,New York City,9,13,2001,73.8
North America,US,New York,New York City,9,14,2001,62.4
North America,US,New York,New York City,9,15,2001,60.6
North America,US,New York,New York City,9,16,2001,64.5
North America,US,New York,New York City,9,17,2001,67.4
North America,US,New York,New York City,9,18,2001,69.5
North America,US,New York,New York City,9,19,2001,70.7
North America,US,New York,New York City,9,20,2001,70.1
North America,US,New York,New York City,9,21,2001,71.4
North America,US,New York,New York City,9,22,2001,72.1
North America,US,New York,New York City,9,23,2001,71.4
North America,US,New York,New York City,9,24,2001,72.7
North America,US,New York,New York City,9,25,2001,72.0
North America,US,New York,New York City,9,26,2001,58.9
North America,US,New York,New York City,9,27,2001,60.7
North America,US,New York,New York City,9,28,2001,59.2
North America,US,New York,New York City,9,29,2001,58.5
North America,US,New York,New York City,9,30,2001,54.6
North America,US,New York,New York City,10,1,2001,54.1
North America,US,New York,New York City,10,2,2001,62.5
North America,US,New York,New York City,10,3,2001,70.8
North America,US,New York,New York City,10,4,2001,73.6
North America,US,New York,New York City,10,5,2001,72.4
North America,US,New York,New York City,10,6,2001,66.9
North America,US,New York,New York City,10,7,2001,53.3
North America,US,New York,New York City,10,8,2001,48.3
North America,US,New York,New York City,10,9,2001,51.7
North America,US,New York,New York City,10,10,2001,58.5
North America,US,New York,New York City,10,11,2001,64.0
North America,US,New York,New York City,10,12,2001,66.6
North America,US,New York,New York City,10,13,2001,66.8
North America,US,New York,New York City,10,14,2001,61.5
North America,US,New York,New York City,10,15,2001,64.8
North America,US,New York,New York City,10,16,2001,62.1
North America,US,New York,New York City,10,17,2001,55.1
North America,US,New York,New York City,10,18,2001,50.2
North America,US,New York,New York City,10,19,2001,54.1
North America,US,New York,New York City,10,20,2001,60.0
North America,US,New York,New York City,10,21,2001,64.0
North America,US,New York,New York City,10,22,2001,65.4
North America,US,New York,New York City,10,23,2001,62.0
North America,US,New York,New York City,10,24,2001,68.7
North America,US,New York,New York City,10,25,2001,69.1
North America,US,New York,New York City,10,26,2001,57.8
North America,US,New York,New York City,10,27,2001,47.4
North America,US,New York,New York City,10,28,2001,45.9
North America,US,New York,New York City,10,29,2001,48.3
North America,US,New York,New York City,10,30,2001,56.0
North America,US,New York,New York City,10,31,2001,50.9
North America,US,New York,New York City,11,1,2001,58.3
North America,US,New York,New York City,11,2,2001,62.5
North America,US,New York,New York City,11,3,2001,66.0
North America,US,New York,New York City,11,4,2001,56.6
North America,US,New York,New York City,11,5,2001,49.7
North America,US,New York,New York City,11,6,2001,48.2
North America,US,New York,New York City,11,7,2001,53.8
North America,US,New York,New York City,11,8,2001,52.4
North America,US,New York,New York City,11,9,2001,51.7
North America,US,New York,New York City,11,10,2001,50.2
North America,US,New York,New York City,11,11,2001,50.1
North America,US,New York,New York City,11,12,2001,42.1
North America,US,New York,New York City,11,13,2001,46.2
North America,US,New York,New York City,11,14,2001,50.5
North America,US,New York,New York City,11,15,2001,58.2
North America,US,New York,New York City,11,16,2001,62.4
North America,US,New York,New York City,11,17,2001,50.2
North America,US,New York,New York City,11,18,2001,48.9
North America,US,New York,New York City,11,19,2001,52.2
North America,US,New York,New York City,11,20,2001,51.5
North America,US,New York,New York City,11,21,2001,41.5
North America,US,New York,New York City,11,22,2001,46.0
North America,US,New York,New York City,11,23,2001,49.3
North America,US,New York,New York City,11,24,2001,52.5
North America,US,New York,New York City,11,25,2001,62.5
North America,US,New York,New York City,11,26,2001,56.5
North America,US,New York,New York City,11,27,2001,51.9
North America,US,New York,New York City,11,28,2001,58.0
North America,US,New York,New York City,11,29,2001,52.5
North America,US,New York,New York City,11,30,2001,58.5
North America,US,New York,New York City,12,1,2001,63.6
North America,US,New York,New York City,12,2,2001,52.9
North America,US,New York,New York City,12,3,2001,49.3
North America,US,New York,New York City,12,4,2001,53.2
North America,US,New York,New York City,12,5,2001,59.5
North America,US,New York,New York City,12,6,2001,63.1
North America,US,New York,New York City,12,7,2001,58.5
North America,US,New York,New York City,12,8,2001,45.8
North America,US,New York,New York City,12,9,2001,39.8
North America,US,New York,New York City,12,10,2001,41.1
North America,US,New York,New York City,12,11,2001,47.9
North America,US,New York,New York City,12,12,2001,44.7
North America,US,New York,New York City,12,13,2001,48.7
North America,US,New York,New York City,12,14,2001,54.0
North America,US,New York,New York City,12,15,2001,50.5
North America,US,New York,New York City,12,16,2001,37.1
North America,US,New York,New York City,12,17,2001,41.5
North America,US,New York,New York City,12,18,2001,49.0
North America,US,New York,New York City,12,19,2001,46.0
North America,US,New York,New York City,12,20,2001,45.5
North America,US,New York,New York City,12,21,2001,39.7
North America,US,New York,New York City,12,22,2001,36.8
North America,US,New York,New York City,12,23,2001,39.4
North America,US,New York,New York City,12,24,2001,46.2
North America,US,New York,New York City,12,25,2001,35.6
North America,US,New York,New York City,12,26,2001,35.3
North America,US,New York,New York City,12,27,2001,30.7
North America,US,New York,New York City,12,28,2001,33.2
North America,US,New York,New York City,12,29,2001,35.8
North America,US,New York,New York City,12,30,2001,29.1
North America,US,New York,New York City,12,31,2001,25.8
North America,US,New York,New York City,1,1,2002,28.3
North America,US,New York,New York City,1,2,2002,30.0
North America,US,New York,New York City,1,3,2002,31.8
North America,US,New York,New York City,1,4,2002,33.9
North America,US,New York,New York City,1,5,2002,37.2
North America,US,New York,New York City,1,6,2002,37.8
North America,US,New York,New York City,1,7,2002,36.1
North America,US,New York,New York City,1,8,2002,29.0
North America,US,New York,New York City,1,9,2002,34.6
North America,US,New York,New York City,1,10,2002,45.7
North America,US,New York,New York City,1,11,2002,44.5
North America,US,New York,New York City,1,12,2002,42.6
North America,US,New York,New York City,1,13,2002,42.5
North America,US,New York,New York City,1,14,2002,39.0
North America,US,New York,New York City,1,15,2002,41.1
North America,US,New York,New York City,1,16,2002,40.9
North America,US,New York,New York City,1,17,2002,40.7
North America,US,New York,New York City,1,18,2002,37.2
North America,US,New York,New York City,1,19,2002,30.0
North America,US,New York,New York City,1,20,2002,31.2
